IsActiveMember,CustomerID,Surname,CreditScore,RiskLevel,Geography,Gender,Age,AgeGroup,Tenure,TenureGroup,Balance,NumuberofProducts,AccountType,HasCrCard,IsActiveMember,EstimatedSalary,CustomerValue,IncomeGroup,Exited,ChurnFlag
8412,15719479,Chukwuhaenye,619,Medium Risk,Spain,Female,56,Old,7,Loyal,0,2,Standard,1,1,42442.21,Low value,Low,0,Retained
8413,15575147,Wall,699,Medium Risk,France,Male,22,Adolescence,9,Very Loyal,99339,1,Basic,1,0,68297.61,Medium Value,Medium,1,Churned
8414,15597309,Howell,749,Low Risk,Spain,Male,36,Middle Age,7,Loyal,0,2,Standard,0,0,80134.65,Medium Value,Medium,0,Retained
8415,15648367,Lo,600,Medium Risk,Germany,Female,29,Adolescence,6,Loyal,74430.1,2,Standard,1,1,96051.1,Medium Value,Medium,0,Retained
8416,15758031,Lazarev,760,Low Risk,Spain,Male,38,Middle Age,3,Established,91241.85,1,Basic,0,1,80682.35,Medium Value,Medium,0,Retained
8417,15751771,Lowe,528,Medium Risk,Germany,Male,32,Middle Age,2,New,99092.45,1,Basic,0,1,111149.98,Medium Value,High,0,Retained
8418,15689288,Folliero,630,Medium Risk,France,Female,26,Adolescence,5,Established,0,2,Standard,1,0,182612.38,High Value,High,0,Retained
8419,15731026,Han,683,Medium Risk,Germany,Female,39,Middle Age,2,New,100062.16,2,Standard,1,0,109201.43,High Value,High,0,Retained
8420,15775809,Holloway,677,Medium Risk,Germany,Female,26,Adolescence,6,Loyal,98723.67,1,Basic,0,1,151146.67,Medium Value,High,0,Retained
8421,15743076,Pai,669,Medium Risk,Spain,Male,29,Adolescence,9,Very Loyal,0,1,Basic,1,1,93901.61,Medium Value,Medium,0,Retained
8422,15658258,Trejo,693,Medium Risk,France,Male,43,Middle Age,6,Loyal,128760.32,1,Basic,1,0,36342.79,Low value,Low,0,Retained
8423,15756321,Johnston,612,Medium Risk,Spain,Female,52,Old,5,Established,144772.69,1,Basic,0,0,98302.57,Medium Value,Medium,1,Churned
8424,15706799,Macknight,719,Low Risk,Spain,Male,44,Middle Age,4,Established,0,1,Basic,0,0,84972.9,Medium Value,Medium,1,Churned
8425,15775703,Lo,702,Low Risk,France,Male,26,Adolescence,2,New,71281.29,1,Basic,1,1,108747.12,Medium Value,High,1,Churned
8426,15642636,Glossop,755,Low Risk,France,Male,29,Adolescence,9,Very Loyal,117035.89,1,Basic,1,1,21862.19,Low value,Low,0,Retained
8427,15704651,Bishop,514,Medium Risk,France,Male,26,Adolescence,1,New,0,2,Standard,0,0,121551.93,High Value,High,0,Retained
8428,15806771,Yefremova,753,Low Risk,France,Female,40,Middle Age,0,New,3768.69,2,Standard,1,0,177065.24,High Value,High,1,Churned
8429,15566735,Obialo,548,Medium Risk,Germany,Female,36,Middle Age,2,New,108913.84,2,Standard,1,1,140460.01,High Value,High,0,Retained
8430,15681671,Nkemjika,850,Low Risk,Germany,Male,28,Adolescence,2,New,101100.22,2,Standard,1,1,35337.31,Low value,Low,0,Retained
8431,15775949,Trevisani,612,Medium Risk,France,Female,38,Middle Age,7,Loyal,110615.47,1,Basic,1,1,193502.93,Medium Value,High,0,Retained
8432,15586752,Parkes,628,Medium Risk,Germany,Male,33,Middle Age,8,Loyal,152143.89,1,Basic,1,1,32174.03,Low value,Low,0,Retained
8433,15582519,Seleznyov,479,High Risk,France,Male,47,Middle Age,6,Loyal,121797.09,1,Basic,0,1,5811.9,Low value,Low,1,Churned
8434,15658233,Naylor,724,Low Risk,France,Female,41,Middle Age,5,Established,109798.25,1,Basic,0,1,149593.61,Medium Value,High,0,Retained
8435,15755330,Forbes,512,Medium Risk,Germany,Male,41,Middle Age,7,Loyal,122403.24,1,Basic,0,1,37439.9,Low value,Low,1,Churned
8436,15605072,Douglas,638,Medium Risk,France,Female,43,Middle Age,3,Established,145860.98,1,Basic,1,1,142763.51,Medium Value,High,1,Churned
8437,15617538,Nwankwo,834,Low Risk,Spain,Male,40,Middle Age,7,Loyal,0,2,Standard,0,0,45038.74,Low value,Low,0,Retained
8438,15591428,Myers,781,Low Risk,France,Male,29,Adolescence,9,Very Loyal,0,2,Standard,0,0,172097.4,High Value,High,0,Retained
8439,15692142,Rogova,707,Low Risk,Germany,Female,48,Middle Age,7,Loyal,105086.74,1,Basic,1,1,180344.69,Medium Value,High,1,Churned
8440,15692931,Hsing,670,Medium Risk,France,Male,22,Adolescence,2,New,114991.45,1,Basic,1,1,37392.56,Low value,Low,0,Retained
8441,15781127,Giordano,663,Medium Risk,Spain,Female,33,Middle Age,8,Loyal,96769.04,1,Basic,1,1,36864.05,Low value,Low,0,Retained
8442,15677136,Okwukwe,624,Medium Risk,France,Female,23,Adolescence,5,Established,0,2,Standard,0,0,132418.59,High Value,High,0,Retained
8443,15677828,Chalmers,598,Medium Risk,France,Female,34,Middle Age,4,Established,0,2,Standard,0,0,60894.26,Medium Value,Medium,0,Retained
8444,15567897,Chiazagomekpere,619,Medium Risk,Germany,Male,23,Adolescence,5,Established,132725.1,1,Basic,1,1,143913.33,Medium Value,High,0,Retained
8445,15793641,Evseyev,792,Low Risk,France,Female,70,Old,3,Established,0,2,Standard,1,1,172240.27,High Value,High,0,Retained
8446,15678333,Parry-Okeden,683,Medium Risk,France,Female,26,Adolescence,7,Loyal,0,2,Standard,1,0,86619.77,Medium Value,Medium,0,Retained
8447,15630511,Picot,691,Medium Risk,France,Female,33,Middle Age,6,Loyal,0,2,Standard,1,0,164074.89,High Value,High,0,Retained
8448,15792627,Reid,765,Low Risk,Spain,Female,33,Middle Age,5,Established,84557.82,1,Basic,1,1,69039.43,Medium Value,Medium,0,Retained
8449,15717191,Ferri,508,Medium Risk,France,Male,49,Middle Age,1,New,93817.41,2,Standard,1,1,132468.76,High Value,High,1,Churned
8450,15625716,Genovesi,637,Medium Risk,France,Female,33,Middle Age,9,Very Loyal,113913.53,1,Basic,0,1,65316.5,Medium Value,Medium,0,Retained
8451,15710053,Neumayer,667,Medium Risk,Germany,Female,44,Middle Age,5,Established,140406.68,2,Standard,0,1,57164.19,Medium Value,Medium,0,Retained
8452,15580043,Murray,575,Medium Risk,Spain,Female,22,Adolescence,8,Loyal,105229.34,1,Basic,1,1,34397.08,Low value,Low,0,Retained
8453,15601410,Tien,744,Low Risk,Spain,Female,46,Middle Age,1,New,0,3,Premium,1,1,177431.59,High Value,High,1,Churned
8454,15684669,Parkes,567,Medium Risk,France,Female,41,Middle Age,9,Very Loyal,137891.35,1,Basic,1,0,142009.46,Medium Value,High,1,Churned
8455,15619083,Yip,502,Medium Risk,France,Female,35,Middle Age,6,Loyal,0,2,Standard,1,1,80618.47,Medium Value,Medium,0,Retained
8456,15692207,Ingle,609,Medium Risk,France,Female,53,Old,6,Loyal,0,2,Standard,1,1,124218.27,High Value,High,0,Retained
8457,15730705,Chidubem,715,Low Risk,France,Male,37,Middle Age,9,Very Loyal,165252.52,1,Basic,1,0,85286.3,Medium Value,Medium,0,Retained
8458,15749688,Lu,541,Medium Risk,France,Male,32,Middle Age,8,Loyal,0,2,Standard,0,0,40889.14,Low value,Low,0,Retained
8459,15728542,Vorobyova,850,Low Risk,France,Female,71,Old,4,Established,0,2,Standard,1,1,107236.87,High Value,High,0,Retained
8460,15760063,Chiedozie,595,Medium Risk,Spain,Male,23,Adolescence,7,Loyal,0,2,Standard,1,1,168085.97,High Value,High,0,Retained
8461,15658982,Napolitani,650,Medium Risk,Germany,Female,28,Adolescence,5,Established,122034.4,3,Premium,0,1,146663.43,High Value,High,1,Churned
8462,15758769,Coffey,625,Medium Risk,France,Female,44,Middle Age,7,Loyal,0,1,Basic,1,0,4791.8,Low value,Low,0,Retained
8463,15778481,Chigbogu,817,Low Risk,France,Male,59,Old,1,New,118962.58,1,Basic,1,1,120819.58,Medium Value,High,0,Retained
8464,15661162,Akabueze,526,Medium Risk,Spain,Male,49,Middle Age,2,New,0,1,Basic,1,0,114539.67,Medium Value,High,1,Churned
8465,15568164,Istomin,850,Low Risk,France,Female,34,Middle Age,4,Established,71379.53,2,Standard,1,1,154000.99,High Value,High,0,Retained
8466,15601569,Ndubueze,598,Medium Risk,France,Female,40,Middle Age,2,New,171178.25,1,Basic,1,0,137980.58,Medium Value,High,1,Churned
8467,15772383,Toscani,613,Medium Risk,France,Male,36,Middle Age,9,Very Loyal,131307.11,1,Basic,0,0,83343.73,Medium Value,Medium,0,Retained
8468,15667456,Ross,709,Low Risk,Spain,Male,62,Old,3,Established,0,2,Standard,1,1,82195.15,Medium Value,Medium,0,Retained
8469,15672983,Fernando,678,Medium Risk,Spain,Female,27,Adolescence,5,Established,87099.85,2,Standard,1,0,149550.95,High Value,High,0,Retained
8470,15799534,McClaran,720,Low Risk,France,Male,71,Old,5,Established,183135.39,2,Standard,1,1,197688.5,High Value,High,0,Retained
8471,15582847,Yermakova,662,Medium Risk,France,Male,26,Adolescence,0,New,0,2,Standard,0,1,72929.96,Medium Value,Medium,0,Retained
8472,15612478,Somadina,525,Medium Risk,France,Male,51,Old,10,Very Loyal,0,3,Premium,1,0,171045.35,High Value,High,1,Churned
8473,15709621,Wan,662,Medium Risk,France,Male,31,Middle Age,3,Established,0,2,Standard,0,1,27731.05,Low value,Low,0,Retained
8474,15802009,Mazzi,770,Low Risk,France,Female,33,Middle Age,6,Loyal,0,2,Standard,1,1,126131.9,High Value,High,0,Retained
8475,15698816,Tuan,721,Low Risk,Spain,Female,33,Middle Age,4,Established,72535.45,1,Basic,1,1,103931.49,Medium Value,High,0,Retained
8476,15574830,Townsley,633,Medium Risk,Germany,Male,58,Old,2,New,128137.42,2,Standard,1,0,147635.33,High Value,High,1,Churned
8477,15603082,Yashina,701,Low Risk,France,Male,51,Old,9,Very Loyal,0,2,Standard,0,0,61961.57,Medium Value,Medium,0,Retained
8478,15685947,Henderson,556,Medium Risk,Germany,Male,42,Middle Age,0,New,115915.53,2,Standard,0,1,125435.47,High Value,High,1,Churned
8479,15643048,Mueller,639,Medium Risk,France,Male,66,Old,0,New,0,2,Standard,0,1,42240.54,Low value,Low,0,Retained
8480,15807568,Wright,632,Medium Risk,France,Male,50,Middle Age,2,New,0,2,Standard,0,0,57942.88,Medium Value,Medium,0,Retained
8481,15597591,Lung,456,High Risk,France,Male,29,Adolescence,5,Established,107000.49,1,Basic,1,1,153419.62,Medium Value,High,0,Retained
8482,15747558,Bryant,729,Low Risk,Spain,Female,38,Middle Age,10,Very Loyal,0,2,Standard,1,0,189727.12,High Value,High,0,Retained
8483,15756655,Madukaife,632,Medium Risk,France,Female,34,Middle Age,2,New,0,2,Standard,0,0,165385.55,High Value,High,0,Retained
8484,15589949,Maclean,433,High Risk,Spain,Male,34,Middle Age,9,Very Loyal,152806.74,1,Basic,1,0,19687.99,Low value,Low,0,Retained
8485,15601012,Abdullah,802,Low Risk,France,Female,60,Old,3,Established,92887.06,1,Basic,1,0,39473.63,Low value,Low,1,Churned
8486,15724269,Yao,670,Medium Risk,France,Male,25,Adolescence,7,Loyal,0,2,Standard,1,1,144723.38,High Value,High,0,Retained
8487,15567506,Cheatham,738,Low Risk,Germany,Female,40,Middle Age,6,Loyal,114940.67,2,Standard,1,1,194895.57,High Value,High,1,Churned
8488,15791877,Gallagher,706,Low Risk,Germany,Male,34,Middle Age,0,New,140641.26,2,Standard,1,1,77271.91,Medium Value,Medium,0,Retained
8489,15794360,Hao,592,Medium Risk,Germany,Female,70,Old,5,Established,71816.74,2,Standard,1,0,105096.82,High Value,High,1,Churned
8490,15686538,Nixon,522,Medium Risk,France,Female,41,Middle Age,7,Loyal,0,2,Standard,0,1,176780.39,High Value,High,0,Retained
8491,15585985,Wang,746,Low Risk,France,Male,48,Middle Age,5,Established,165282.42,1,Basic,1,0,153786.46,Medium Value,High,1,Churned
8492,15699257,Kerr,651,Medium Risk,Spain,Male,42,Middle Age,2,New,143145.87,2,Standard,1,0,43612.06,Low value,Low,0,Retained
8493,15804104,Romani,494,High Risk,France,Male,28,Adolescence,9,Very Loyal,114731.76,2,Standard,0,1,79479.74,Medium Value,Medium,0,Retained
8494,15727619,Lock,753,Low Risk,Germany,Female,46,Middle Age,9,Very Loyal,113909.69,3,Premium,1,0,92320.37,Medium Value,Medium,1,Churned
8495,15740237,Millar,671,Medium Risk,Germany,Male,36,Middle Age,2,New,116695.27,1,Basic,0,0,193201.86,Medium Value,High,0,Retained
8496,15801436,K'ung,696,Medium Risk,France,Male,42,Middle Age,4,Established,0,1,Basic,0,0,126353.13,Medium Value,High,1,Churned
8497,15705735,Onyekachi,577,Medium Risk,Spain,Male,43,Middle Age,3,Established,0,2,Standard,1,1,135008.92,High Value,High,0,Retained
8498,15649359,Somayina,587,Medium Risk,France,Male,36,Middle Age,1,New,0,2,Standard,0,1,17135.6,Low value,Low,0,Retained
8499,15624892,Dennis,712,Low Risk,Germany,Male,37,Middle Age,7,Loyal,93978.96,2,Standard,1,0,60651.77,Medium Value,Medium,0,Retained
8500,15784918,Brown,498,High Risk,Germany,Male,35,Middle Age,2,New,121968.11,2,Standard,0,1,188343.05,High Value,High,0,Retained
8501,15584785,Ogochukwu,660,Medium Risk,France,Male,37,Middle Age,2,New,97324.91,1,Basic,1,0,23291.83,Low value,Low,0,Retained
8502,15797197,Macleod,678,Medium Risk,Spain,Male,29,Adolescence,6,Loyal,0,2,Standard,1,0,64443.75,Medium Value,Medium,0,Retained
8503,15574858,Page,530,Medium Risk,France,Male,37,Middle Age,8,Loyal,0,2,Standard,1,1,287.99,Low value,Low,0,Retained
8504,15794101,Barese,559,Medium Risk,France,Female,48,Middle Age,2,New,0,2,Standard,0,1,137961.41,High Value,High,0,Retained
8505,15743245,Agafonova,624,Medium Risk,France,Male,42,Middle Age,3,Established,145155.37,1,Basic,1,0,72169.95,Medium Value,Medium,1,Churned
8506,15791535,Caraway,592,Medium Risk,France,Male,28,Adolescence,5,Established,137222.77,1,Basic,0,0,39608.58,Low value,Low,0,Retained
8507,15605215,Stevenson,767,Low Risk,France,Male,48,Middle Age,9,Very Loyal,0,2,Standard,0,1,175458.21,High Value,High,0,Retained
8508,15771749,Duncan,653,Medium Risk,Germany,Female,38,Middle Age,5,Established,114268.22,2,Standard,1,1,89524.83,Medium Value,Medium,0,Retained
8509,15616833,Wang,678,Medium Risk,Spain,Male,27,Adolescence,2,New,0,2,Standard,1,1,13221.25,Low value,Low,0,Retained
8510,15750728,Kaur,586,Medium Risk,Spain,Female,42,Middle Age,2,New,0,1,Basic,1,0,102889.34,Medium Value,High,0,Retained
8511,15769353,Jenkins,550,Medium Risk,France,Female,40,Middle Age,8,Loyal,150490.32,1,Basic,0,0,166468.21,Medium Value,High,1,Churned
8512,15770091,Edwards,643,Medium Risk,Germany,Male,28,Adolescence,9,Very Loyal,160858.13,2,Standard,1,0,27149.27,Low value,Low,0,Retained
8513,15716420,Kelly,612,Medium Risk,Spain,Male,39,Middle Age,5,Established,170288.38,1,Basic,1,1,59601.15,Medium Value,Medium,0,Retained
8514,15740602,Boyle,674,Medium Risk,Germany,Female,27,Adolescence,4,Established,111568.01,1,Basic,0,1,22026.18,Low value,Low,0,Retained
8515,15796071,Loane,657,Medium Risk,Spain,Male,29,Adolescence,7,Loyal,83889.03,1,Basic,1,0,153059.62,Medium Value,High,0,Retained
8516,15811389,Padovano,724,Low Risk,Germany,Female,35,Middle Age,0,New,171982.95,2,Standard,0,1,167313.07,High Value,High,0,Retained
8517,15783875,Li Fonti,500,Medium Risk,France,Female,34,Middle Age,4,Established,0,2,Standard,1,0,12833.96,Low value,Low,0,Retained
8518,15671800,Robinson,688,Medium Risk,France,Male,20,Adolescence,8,Loyal,137624.4,2,Standard,1,1,197582.79,High Value,High,0,Retained
8519,15677288,Geach,599,Medium Risk,France,Male,50,Middle Age,3,Established,121159.65,1,Basic,0,0,4033.39,Low value,Low,1,Churned
8520,15633525,Payne,631,Medium Risk,France,Male,29,Adolescence,7,Loyal,0,2,Standard,0,1,125877.22,High Value,High,0,Retained
8521,15634606,Chinonyelum,634,Medium Risk,Spain,Male,52,Old,1,New,0,2,Standard,1,1,176913.42,High Value,High,0,Retained
8522,15579207,Watkins,545,Medium Risk,France,Male,37,Middle Age,3,Established,91184.01,1,Basic,1,0,105476.65,Medium Value,High,0,Retained
8523,15619892,Page,644,Medium Risk,Spain,Male,18,Adolescence,8,Loyal,0,2,Standard,1,0,59172.42,Medium Value,Medium,0,Retained
8524,15567778,Genovese,690,Medium Risk,Germany,Female,54,Old,1,New,144027.8,1,Basic,1,1,108731.02,Medium Value,High,1,Churned
8525,15711750,Watson,711,Low Risk,France,Female,34,Middle Age,6,Loyal,0,2,Standard,1,1,175310.38,High Value,High,0,Retained
8526,15751084,Mancini,712,Low Risk,France,Female,29,Adolescence,8,Loyal,140170.61,1,Basic,1,1,38170.04,Low value,Low,0,Retained
8527,15768945,Chibueze,627,Medium Risk,France,Male,27,Adolescence,1,New,62092.9,1,Basic,1,1,105887.04,Medium Value,High,0,Retained
8528,15586931,Hunter,694,Medium Risk,Spain,Male,39,Middle Age,3,Established,0,1,Basic,1,1,95625.03,Medium Value,Medium,0,Retained
8529,15636353,Buchi,534,Medium Risk,Spain,Male,35,Middle Age,4,Established,0,2,Standard,0,0,9541.15,Low value,Low,0,Retained
8530,15623858,Charteris,603,Medium Risk,France,Male,45,Middle Age,9,Very Loyal,0,1,Basic,0,0,148516.79,Medium Value,High,0,Retained
8531,15703354,Aksenov,808,Low Risk,France,Female,33,Middle Age,2,New,103516.87,1,Basic,1,0,113907.8,Medium Value,High,0,Retained
8532,15663987,Wright,723,Low Risk,Spain,Male,30,Middle Age,1,New,0,3,Premium,1,0,164647.72,High Value,High,1,Churned
8533,15780805,Lu,585,Medium Risk,France,Female,35,Middle Age,2,New,0,2,Standard,1,0,98621.04,Medium Value,Medium,1,Churned
8534,15768566,K?,706,Low Risk,France,Male,34,Middle Age,8,Loyal,0,2,Standard,1,1,37479.97,Low value,Low,0,Retained
8535,15643229,Hou,671,Medium Risk,France,Female,31,Middle Age,6,Loyal,0,2,Standard,1,1,15846.42,Low value,Low,0,Retained
8536,15754940,Descoteaux,597,Medium Risk,Spain,Male,43,Middle Age,2,New,85162.26,1,Basic,0,1,5104.08,Low value,Low,1,Churned
8537,15676576,Stephenson,646,Medium Risk,France,Female,43,Middle Age,8,Loyal,143061.88,1,Basic,1,0,61937.6,Medium Value,Medium,0,Retained
8538,15800068,Cooper,801,Low Risk,Spain,Female,46,Middle Age,6,Loyal,0,2,Standard,1,1,170008.74,High Value,High,0,Retained
8539,15648030,Crump,731,Low Risk,Spain,Female,33,Middle Age,5,Established,137388.01,2,Standard,1,0,165000.68,High Value,High,0,Retained
8540,15668594,Diggs,620,Medium Risk,Germany,Female,25,Adolescence,1,New,137712.01,1,Basic,1,1,76197.05,Medium Value,Medium,0,Retained
8541,15728709,Shih,484,High Risk,Germany,Male,40,Middle Age,7,Loyal,106901.42,2,Standard,0,0,118045.98,High Value,High,0,Retained
8542,15724181,Hudson,647,Medium Risk,Spain,Male,47,Middle Age,5,Established,105603.21,2,Standard,1,1,157360.9,High Value,High,0,Retained
8543,15647546,Carvosso,688,Medium Risk,Germany,Female,40,Middle Age,8,Loyal,150679.71,2,Standard,0,1,196226.38,High Value,High,0,Retained
8544,15702601,Wyatt,680,Medium Risk,Germany,Male,30,Middle Age,4,Established,108300.27,2,Standard,0,1,44384.57,Low value,Low,1,Churned
8545,15567725,Kodilinyechukwu,689,Medium Risk,France,Female,46,Middle Age,7,Loyal,52016.08,2,Standard,1,1,72993.65,Medium Value,Medium,0,Retained
8546,15674179,Vorobyova,513,Medium Risk,Germany,Male,34,Middle Age,7,Loyal,60515.13,1,Basic,0,0,124571.09,Medium Value,High,0,Retained
8547,15686957,Piccio,553,Medium Risk,Germany,Male,35,Middle Age,2,New,158584.28,2,Standard,1,0,43640.16,Low value,Low,0,Retained
8548,15607690,Hsing,689,Medium Risk,Germany,Male,47,Middle Age,2,New,118812.5,2,Standard,0,0,31121.42,Low value,Low,0,Retained
8549,15806546,Lucas,517,Medium Risk,Spain,Male,46,Middle Age,4,Established,0,1,Basic,1,0,22372.78,Low value,Low,0,Retained
8550,15632850,T'ang,731,Low Risk,France,Male,37,Middle Age,8,Loyal,0,2,Standard,1,1,170338.35,High Value,High,0,Retained
8551,15709016,North,687,Medium Risk,Germany,Female,47,Middle Age,1,New,91219.29,1,Basic,0,0,158845.49,Medium Value,High,1,Churned
8552,15638068,Thompson,507,Medium Risk,Spain,Male,32,Middle Age,7,Loyal,0,2,Standard,1,0,67926.18,Medium Value,Medium,0,Retained
8553,15749345,Simpson,468,High Risk,France,Female,22,Adolescence,1,New,76318.64,1,Basic,1,1,194783.12,Medium Value,High,0,Retained
8554,15791321,Nwora,682,Medium Risk,Spain,Female,58,Old,4,Established,0,1,Basic,1,0,176036.01,Medium Value,High,0,Retained
8555,15699095,Chandler,603,Medium Risk,France,Female,24,Adolescence,3,Established,0,1,Basic,1,1,198826.03,Medium Value,High,1,Churned
8556,15638329,Uspensky,522,Medium Risk,Germany,Male,25,Adolescence,1,New,111432.13,1,Basic,1,1,168683.57,Medium Value,High,0,Retained
8557,15575445,Ferguson,629,Medium Risk,Spain,Male,41,Middle Age,10,Very Loyal,150148.51,1,Basic,0,0,6936.27,Low value,Low,0,Retained
8558,15752622,Kerr,729,Low Risk,France,Female,32,Middle Age,7,Loyal,38550.06,1,Basic,0,1,179230.23,Medium Value,High,0,Retained
8559,15774507,Furneaux,574,Medium Risk,France,Female,39,Middle Age,5,Established,119013.86,1,Basic,1,0,103421.91,Medium Value,High,0,Retained
8560,15570857,Kambinachi,677,Medium Risk,Germany,Female,39,Middle Age,0,New,111213.64,2,Standard,1,1,147578.26,High Value,High,0,Retained
8561,15599386,Black,627,Medium Risk,Germany,Male,28,Adolescence,5,Established,71097.23,1,Basic,1,1,130504.49,Medium Value,High,0,Retained
8562,15744913,Chizoba,788,Low Risk,Spain,Male,36,Middle Age,10,Very Loyal,109632.85,1,Basic,1,1,16149.13,Low value,Low,0,Retained
8563,15647292,Peng,697,Medium Risk,France,Male,63,Old,7,Loyal,148368.02,1,Basic,0,0,118862.08,Medium Value,High,1,Churned
8564,15728838,Leach,578,Medium Risk,France,Male,45,Middle Age,1,New,148600.91,1,Basic,1,0,143397.14,Medium Value,High,1,Churned
8565,15584704,Chiazagomekpele,519,Medium Risk,France,Male,48,Middle Age,10,Very Loyal,71083.98,1,Basic,1,0,137959,Medium Value,High,0,Retained
8566,15749068,Nickson,632,Medium Risk,France,Female,40,Middle Age,9,Very Loyal,139625.34,1,Basic,1,0,93702.96,Medium Value,Medium,1,Churned
8567,15622985,Lin,679,Medium Risk,France,Female,39,Middle Age,4,Established,0,1,Basic,0,0,172939.3,Medium Value,High,1,Churned
8568,15587676,Alexeieva,699,Medium Risk,France,Male,30,Middle Age,9,Very Loyal,0,1,Basic,1,1,108162.13,Medium Value,High,0,Retained
8569,15779496,Sykes,615,Medium Risk,France,Male,64,Old,0,New,81564.1,2,Standard,0,1,35896.09,Low value,Low,0,Retained
8570,15733460,Martin,622,Medium Risk,Spain,Male,36,Middle Age,9,Very Loyal,0,2,Standard,1,1,104852.6,High Value,High,0,Retained
8571,15711457,Herz,755,Low Risk,France,Female,28,Adolescence,7,Loyal,124540.28,1,Basic,0,1,188850.89,Medium Value,High,0,Retained
8572,15795290,Nikitina,767,Low Risk,France,Female,42,Middle Age,2,New,133616.39,1,Basic,1,0,28615.8,Low value,Low,0,Retained
8573,15611223,Ko,752,Low Risk,Germany,Female,38,Middle Age,10,Very Loyal,101648.5,2,Standard,1,0,172001.44,High Value,High,0,Retained
8574,15794159,Highett,633,Medium Risk,France,Female,26,Adolescence,8,Loyal,124281.84,1,Basic,1,1,60116.57,Medium Value,Medium,0,Retained
8575,15780677,Jackson,717,Low Risk,France,Female,59,Old,4,Established,0,2,Standard,1,1,170528.63,High Value,High,0,Retained
8576,15690175,Ball,585,Medium Risk,Spain,Male,45,Middle Age,0,New,0,2,Standard,0,0,189683.7,High Value,High,0,Retained
8577,15722599,Nelson,751,Low Risk,France,Female,37,Middle Age,9,Very Loyal,183613.66,2,Standard,0,0,49734.94,Low value,Low,0,Retained
8578,15569976,Woronoff,754,Low Risk,Germany,Male,65,Old,1,New,136186.44,1,Basic,1,1,121529.59,Medium Value,High,1,Churned
8579,15707011,Morrison,495,High Risk,France,Male,47,Middle Age,10,Very Loyal,137682.68,1,Basic,1,0,71071.47,Medium Value,Medium,0,Retained
8580,15702277,Smith,650,Medium Risk,France,Male,34,Middle Age,4,Established,106005.54,1,Basic,0,1,142995.32,Medium Value,High,0,Retained
8581,15801915,Rendall,529,Medium Risk,France,Female,31,Middle Age,6,Loyal,152310.55,1,Basic,1,0,13054.25,Low value,Low,0,Retained
8582,15580213,McIntyre,585,Medium Risk,France,Female,43,Middle Age,2,New,0,2,Standard,1,0,89402.54,Medium Value,Medium,0,Retained
8583,15637947,Wei,668,Medium Risk,Spain,Male,32,Middle Age,1,New,134446.04,1,Basic,0,1,111241.37,Medium Value,High,0,Retained
8584,15715888,Allardyce,591,Medium Risk,France,Female,38,Middle Age,2,New,142289.28,1,Basic,0,1,119638.85,Medium Value,High,0,Retained
8585,15732967,Cremonesi,731,Low Risk,France,Male,19,Adolescence,6,Loyal,0,2,Standard,1,1,151581.79,High Value,High,0,Retained
8586,15737047,Weatherford,754,Low Risk,France,Female,45,Middle Age,6,Loyal,0,1,Basic,1,0,73881.68,Medium Value,Medium,1,Churned
8587,15694039,Jen,650,Medium Risk,Germany,Female,46,Middle Age,9,Very Loyal,149003.76,2,Standard,1,0,176902.83,High Value,High,0,Retained
8588,15649457,Macleod,588,Medium Risk,Germany,Male,41,Middle Age,2,New,131341.46,2,Standard,0,1,7034.94,Low value,Low,0,Retained
8589,15742809,Mironova,712,Low Risk,Spain,Female,29,Adolescence,7,Loyal,77919.78,1,Basic,1,0,122547.58,Medium Value,High,0,Retained
8590,15637829,Sharpe,691,Medium Risk,France,Female,34,Middle Age,7,Loyal,0,2,Standard,0,1,161559.12,High Value,High,0,Retained
8591,15633194,Osborne,771,Low Risk,France,Female,41,Middle Age,10,Very Loyal,108309,4,Premium,1,1,137510.41,High Value,High,1,Churned
8592,15611635,Chu,678,Medium Risk,Spain,Female,39,Middle Age,6,Loyal,0,1,Basic,0,1,185366.56,Medium Value,High,0,Retained
8593,15638774,Chong,719,Low Risk,Spain,Female,40,Middle Age,9,Very Loyal,0,2,Standard,1,0,182224.14,High Value,High,0,Retained
8594,15722037,Alvarez,610,Medium Risk,Germany,Male,36,Middle Age,7,Loyal,115462.02,1,Basic,0,1,42581.04,Low value,Low,0,Retained
8595,15672930,Palerma,722,Low Risk,Spain,Male,37,Middle Age,9,Very Loyal,0,2,Standard,1,0,31921.95,Low value,Low,0,Retained
8596,15668774,Chiemenam,758,Low Risk,Germany,Female,23,Adolescence,5,Established,122739.1,1,Basic,1,0,102460.84,Medium Value,High,1,Churned
8597,15780966,Pritchard,709,Low Risk,France,Female,32,Middle Age,2,New,0,2,Standard,0,0,109681.29,High Value,High,0,Retained
8598,15659694,Wallis,634,Medium Risk,Germany,Female,53,Old,3,Established,113781.5,2,Standard,1,1,106345.05,High Value,High,1,Churned
8599,15624424,Palerma,678,Medium Risk,Spain,Female,49,Middle Age,1,New,0,2,Standard,1,1,102472.9,High Value,High,0,Retained
8600,15708713,Hill,633,Medium Risk,France,Male,35,Middle Age,3,Established,0,2,Standard,1,1,36249.76,Low value,Low,0,Retained
8601,15755405,Hudson,710,Low Risk,France,Male,43,Middle Age,9,Very Loyal,128284.45,1,Basic,1,0,32996.89,Low value,Low,1,Churned
